#,dist(asec)identifier,typcoord1(ICRS,",J2000/2000)",plx,radvel,redshift,cz,,MagU,MagB,MagV,MagR,MagG,MagI,spec.type,,#bib#,not
1263,930.422MASSJ11065821-5854085,*166.7425846106600,-58.90236755,2.4665,,,,,,,,,13.228862,,,,1,0
1264,930.44GaiaEDR35338702352505321856,*165.9626755434500,-58.81325986,2.2048,,,,,,,,,17.69767,,,,4,0
1265,931.16GaiaEDR35340148309039761280,*166.9092049480800,-58.74572011,2.077,,,,,,,,,15.799604,,,,4,0
1266,931.27Cl*NGC3532FERN418,*165.9463818630000,-58.62237797,2.6077,-1.82,-0.000006,-1.82,,,,,,11.459096,,,,3,0
1267,931.39IRAS11025-5839,mul166.1666-58.9306,,,,,,,,,,,,,,,1,0
1268,931.39UCAC4156-060511,*166.4420366060400,-58.9650527,2.1175,,,,,,,,13.7,13.635052,,,,4,0
1269,931.52Cl*NGC3532AR17,*165.9544309097200,-58.80398155,2.0827,-1.4,-0.000005,-1.4,,,,,,12.196261,,,,6,0
1270,931.942MASSJ11073881-5844150,*166.9117228574900,-58.73751257,1.9539,,,,,,,,,17.760324,,,,4,0
1271,931.98GaiaEDR35338646483546024576,*166.8568625044500,-58.82883298,0.2447,,,,,,,,,19.8158,,,,0,0
1272,932.45Cl*NGC3532FERN333,*166.7433-58.9028,,,,,,,,,,,,,,,1,0
1273,932.492MASSJ11072578-5849428,mul166.85742900-58.,82858300,,,,,,,,,,,,,,1,0
1274,932.51GaiaEDR35338646479237713024,*166.8574569753600,-58.82856673,1.9103,,,,,,,,,18.391861,,,,1,0
1275,932.96Cl*NGC3532FERN338,*166.79671-58.875,14,,,,,,,,,,,,,,2,0
1276,933.002MASSJ11073931-5843469,*166.9138107184500,-58.72969903,0.1999,-2.09,-0.000007,-2.09,,,15.977,14.809,14.167,14.457538,13.555,,,1,0
1277,933.82GESJ11073982-5842055,*166.9159277237400,-58.70153657,2.0898,3.8,0.000013,3.8,,,,,,12.795917,,,,8,0
1278,933.822MASSJ11063873-5855589,*166.6614212664700,-58.93300514,1.0813,,,,,,,,,12.156898,,,,1,0
1279,934.292MASSJ11043806-5855450,*166.1585981647100,-58.92915087,0.0914,,,,,,,,,14.148015,,M6:,,0,0
1280,934.682MASSJ11054575-5857575,*166.4406758178000,-58.96600377,2.1608,6.61,0.000022,6.61,,,16.133,15.112,14.508,14.826681,13.991,,,4,0
1281,934.792MASSJ11042784-5829582,*166.1160497830800,-58.49954509,2.3215,5.21,0.000017,5.21,,,20.801,19.373,18.222,18.264938,16.802,,,1,0
1282,937.22CPD-574266,*166.5864421822900,-58.46183111,2.0731,,,,,,,,,10.494442,,,,7,0
1283,938.052MASSJ11034987-5836077,*165.9578273900400,-58.60214131,2.0635,4.2,0.000014,4.2,,,14.151,13.466,13.087,13.357103,12.731,,,5,0
1284,938.34HD96211,*166.1848226416200,-58.47571202,2.1218,,,,,,10.4,10.08,10.16,10.052488,,A0,,13,0
1285,939.43NGC3532197,*166.8162037704100,-58.8654897,0.9882,,,,,,11.843,10.911,10.419,10.681831,9.944,,,3,0
1286,939.63GaiaEDR35340168757421931648,*166.3558029712100,-58.44759417,2.0877,,,,,,,,,16.338377,,,,4,0
1287,939.712MASSJ11074035-5843295,*166.9181180439100,-58.72487129,0.2387,,,,,,,,,14.564157,,,,1,0
1288,939.912MASSJ11033969-5843371,*165.9153971035500,-58.72700303,2.1893,4.98,0.000017,4.98,,,19.743,18.229,17.198,17.373041,16.079,,,5,0
1289,940.272MASSJ11074054-5841426,*166.9189382942700,-58.69516684,2.0996,,,,,,,,,15.3376,,,,6,0
1290,940.302MASSJ11072537-5850052,*166.8556970858400,-58.83477138,4.963,6.32,0.000021,6.32,,,20.049,18.553,17.464,17.786392,16.081,,,1,0
1291,940.772MASSJ11064644-5829195,*166.6935242488300,-58.48876481,2.0513,4.37,0.000015,4.37,,,17.717,16.435,15.639,15.876139,14.884,,,4,0
1292,940.942MASSJ11061109-5857333,*166.5462377961400,-58.95928962,1.3179,6.93,0.000023,6.93,,,13.743,13.199,12.874,13.087461,12.554,,,1,0
1293,941.992MASSJ11055155-5858016,*166.4647832494200,-58.96714234,0.1161,44.11,0.000147,44.11,,,17.538,16.289,15.538,15.816617,14.812,,,1,0
1294,942.61Cl*NGC3532BUT8,*165.9806730229000,-58.57597766,0.3329,,,,,,17.98,16.973,16.321,16.612988,15.657,,,2,0
1295,942.902MASSJ11033977-5844153,*165.9157283767900,-58.73762317,1.5277,,,,,,,,,15.010561,,,,1,0
1296,942.95Cl*NGC3532FERN331,*166.7312109995400,-58.91177914,0.4788,-14.22,-0.000047,-14.22,,,,,,12.669796,,,,1,0
1297,943.222MASSJ11054984-5858040,*166.4577206900800,-58.96780924,0.9856,,,,,,,,,12.526858,,,,1,0
1298,944.99GaiaEDR35338638958802149632,*166.6068890202300,-58.94999887,2.1138,,,,,,,,,16.577873,,,,3,0
1299,945.04HD96041,**165.9351563909000,-58.78731844,2.1457,3.8,0.000013,3.8,,,9.209,9.103,9.058,9.378587,9.017,A1V,,17,0
1300,945.70Cl*NGC3532FERN416,*165.9467226108700,-58.61043738,2.0909,,,,,,,,,11.745151,,,,6,0
1301,946.33GaiaEDR35338702455581523456,*165.9349146539233,-58.78810031,2.1418,,,,,,,,,12.902786,,,,2,0
1302,947.45Cl*NGC3532FERN332,*166.7435475189200,-58.90816959,0.1215,,,,,,,,,13.005732,,,,2,0
1303,948.112MASSJ11065653-5854423,*166.7355979319700,-58.91179861,2.041,7.44,0.000025,7.44,,,19.633,18.118,17.095,17.272945,15.975,,,4,0
1304,949.15Cl*NGC3532FERN423,*165.9507919725900,-58.8121858,2.145,,,,,,,,,11.303031,,,,6,0
1305,950.22GaiaEDR35338710976802954880,*165.9407378104700,-58.61502576,2.032,,,,,,,,,16.955837,,,,4,0
1306,950.87Cl*NGC3532AR25,*166.0049369777100,-58.86233839,0.8415,,,,,,,,,12.247734,,,,1,0
1307,950.962MASSJ11034936-5835449,*165.9557711517800,-58.59583067,1.2076,42.26,0.000141,42.26,,,21.196,19.671,18.488,18.524029,16.991,,,1,0
1308,952.012MASSJ11060610-5826542,*166.5249774818400,-58.4483188,2.2006,5.08,0.000017,5.08,,,19.16,17.672,16.712,16.964851,15.729,,,2,0
1309,952.07HD96652,*166.7893608541500,-58.52701839,2.0983,3,0.00001,3,,,9.239,9.188,9.139,9.198938,9.11,A2,,22,0
1310,952.722MASSJ11044414-5856323,*166.1839681210800,-58.9423061,2.0729,,,,,,,,,12.934424,,,,1,0
1311,952.732MASSJ11035069-5849346,*165.9613433909600,-58.82623206,1.9091,,,,,,,,,14.11592,,,,5,0
1312,952.922MASSJ11041237-5853310,*166.0516137663300,-58.89187771,1.7878,,,,,,,,,19.199097,,,,1,0
1313,953.682MASSJ11062466-5857125,*166.6027416746000,-58.9534522,2.1252,7.45,0.000025,7.45,,,,,,12.575833,,,,5,0
1314,955.012MASSJ11070092-5830281,*166.7538166577100,-58.5078412,0.3136,-15.96,-0.000053,-15.96,,,16.484,15.294,14.617,14.909907,13.963,,,1,0
1315,955.022MASSJ11064627-5829015,*166.6927737439200,-58.48378645,0.1787,83.67,0.000279,83.68,,,17.254,16.053,15.268,15.510894,14.462,,,1,0
1316,956.71Cl*NGC3532FERN470,*165.9059712588900,-58.72379802,0.8437,61.61,0.000206,61.62,,,,,,11.183072,,,,1,0
1317,957.522MASSJ11061121-5857501,*166.5467445292300,-58.96398444,2.2317,,,,,,,,,15.250003,,,,1,0
1318,959.662MASSJ11070177-5830278,*166.7573575882700,-58.50775207,2.0665,,,,,,,,,13.607268,,,,5,0
1319,960.232MASSJ11074172-5839577,*166.9238888124800,-58.66601476,2.0591,4.93,0.000016,4.93,,,18.557,17.093,16.196,16.477951,15.346,,,5,0
1320,962.30Cl*NGC3532AR118,*166.4989512385700,-58.44282658,0.9507,-9.74,-0.000032,-9.74,,,,,,12.068717,,,,1,0
1321,963.90HD303737,*165.954785600-58,0.5886034,,,,,,,10.25,10.16,10.31,10.2059,,A,,8,0
1322,963.922MASSJ11040478-5852413,*166.0198003136700,-58.87815665,2.2456,5.88,0.00002,5.88,,,20.018,18.506,17.474,17.576233,16.275,,,4,0
1323,964.03IRAS11046-5812,*166.7058868820000,-58.48531103,0.2019,,,,,,,,,9.731061,,M7,,2,0
1324,964.472MASSJ11045985-5827120,*166.2493762776900,-58.45335103,0.8369,-16.39,-0.000055,-16.39,,,16.512,15.361,14.722,15.137698,14.134,,,1,0
1325,964.94HD96755,*166.9239913266400,-58.7567164,1.1829,0.7,0.000002,0.7,,,8.414,8.394,8.386,8.423065,8.381,A0,,17,0
1326,965.27CPD-574166,*165.9371232982500,-58.60829857,2.1439,5.67,0.000019,5.67,,,11.35,11.08,,10.914797,,,,15,0
1327,967.08HD96091,*166.0070891620000,-58.87134598,2.1021,9.4,0.000031,9.4,,,9.62,9.572,9.552,9.57969,9.542,A0V,,19,0
1328,967.192MASSJ11073984-5846398,*166.9159905267100,-58.77774185,0.9734,63.4,0.000212,63.41,,,15.153,14.275,13.805,14.098597,13.378,,,1,0
1329,967.252MASSJ11045387-5857225,*166.2244900852000,-58.95626038,2.0568,,,,,,,,,13.979021,,,,5,0
1330,967.45GaiaDR25340170063057037184,RR?166.7027364030838,-58.48306174,,,,,,,,,,19.8593,,,,1,0
1331,969.69HD96138,*166.0960001488400,-58.91875182,2.0985,,,,,,10.17,10.048,9.976,10.071212,9.941,A0,,19,0
1332,969.94Cl*NGC3532AR201,*166.9274097666600,-58.66062474,0.4061,,,,,,,,,13.068422,,,,1,0
1333,970.062MASSJ11072978-5850046,SB?166.8740650412200,-58.83461974,2.0852,0.5,0.000002,0.5,,,,,,13.581977,,,,7,0
1334,970.64Cl*NGC3532AR202,*166.9348874096300,-58.72329074,0.384,,,,,,,,,12.553271,,,,1,0
1335,970.89CPD-574273,*166.6234742901300,-58.45945621,0.9371,10.63,0.000035,10.63,,,10.98,9.98,,9.548361,,,,1,0
1336,971.20HD96730,*166.9111868507300,-58.79009524,2.0999,,,,,,10.059,9.958,9.922,9.967274,9.894,A1/2V,,16,0
1337,972.36Cl*NGC3532AR105,*166.4091107414100,-58.43659615,1.051,45.15,0.000151,45.15,,,14.252,13.506,13.074,13.330788,12.664,,,2,0
1338,972.85CPD-574189,*166.0979486958000,-58.49346813,4.8782,,,,,,10.89,10.31,,10.114839,,,,2,0
1339,973.28CPD-582991,*165.9007430275400,-58.67192847,2.0973,,,,,,,,,10.874973,,,,7,0
1340,973.892MASSJ11044904-5857139,*166.2043855682300,-58.95387473,0.2536,-2.16,-0.000007,-2.16,,,17.297,16.051,15.363,15.665962,14.681,,,1,0
1341,974.192MASSJ11033531-5841142,*165.8971666020700,-58.68727974,2.1034,11.04,0.000037,11.04,,,,,,11.828924,,,,5,0
1342,974.842MASSJ11033731-5845390,*165.9054822270600,-58.76085489,2.0719,7.06,0.000024,7.06,,,13.705,13.093,12.717,12.966249,12.364,,,4,0
1343,975.75Cl*NGC3532AR178,*166.7910051765600,-58.51837714,0.5049,-28.09,-0.000094,-28.09,,,,,,12.684457,,,,1,0
1344,975.95CPD-574198,*166.1831591291100,-58.4644265,2.1009,8.84,0.000029,8.84,,,10.72,10.54,10.45,10.831031,10.742,,,14,0
1345,976.142MASSJ11070437-5854272,*166.7682852151000,-58.90756075,2.3007,4.07,0.000014,4.07,,,16.895,15.708,14.965,14.991578,14.242,,,5,0
1346,976.442MASSJ11044121-5856473,*166.1717844922400,-58.94645858,2.0799,15.56,0.000052,15.56,,,12.988,12.366,12.022,12.252909,11.687,,,5,0
1347,976.47CPD-583162,*166.9386772668000,-58.71512758,2.1354,,,,,,11.32,10.83,11.28,11.252971,,,,7,0
1348,976.892MASSJ11043113-5828487,*166.1297548392300,-58.48021007,2.0565,3.6,0.000012,3.6,,,14.498,13.773,13.355,13.616891,12.977,,,5,0
1349,977.34TYC8627-2870-1,*166.4589373884300,-58.43607882,1.0364,,,,,,11.9,12.25,,12.479012,,,,1,0
1350,978.14CD-583750,*165.9851963386200,-58.8610016,0.7414,,,,,,10.16,10,,9.493887,,B7/8,,8,0
1351,978.34GaiaEDR35338646414826662656,*166.8856682677300,-58.827976,2.0117,,,,,,,,,14.039698,,,,1,0
1352,978.482MASSJ11073159-5834579,*166.8815826652000,-58.58276433,2.1341,,,,,,,,,15.050226,,,,5,0
1353,979.842MASSJ11073589-5848481,*166.8995023431800,-58.8133279,1.7044,11.83,0.000039,11.83,,,19.655,18.132,17.152,17.35857,15.958,,,1,0
1354,980.822MASSJ11033822-5846365,*165.9093122372500,-58.77682096,1.2088,6.71,0.000022,6.71,,,14.763,14.032,13.615,13.876849,13.244,,,1,0
1355,981.212MASSJ11035111-5850400,*165.9630050087300,-58.84444149,2.2295,3.6,0.000012,3.6,,,17.958,16.569,15.725,16.016582,14.943,,,2,0
1356,981.262MASSJ11055677-5826115,*166.4865594862300,-58.43654087,1.5796,16.75,0.000056,16.75,,,20.539,19.055,17.955,18.028856,16.633,,,1,0
1357,981.752MASSJ11074200-5838220,*166.9250004900700,-58.63944473,2.3601,,,,,,,,,18.799,,,,1,0
1358,982.222MASSJ11061684-5858038,*166.5701493328900,-58.96769135,1.6586,4.4,0.000015,4.4,,,17.117,15.851,15.085,15.384648,14.388,,,1,0
1359,982.232MASSJ11064537-5856250,*166.6890275240900,-58.94025359,2.1691,6.44,0.000021,6.44,,,20.545,19.025,17.937,18.07197,16.648,,,1,0
1360,983.51Cl*NGC3532AR203,*166.9378002892000,-58.7446822,0.2854,-16.72,-0.000056,-16.72,,,,,,11.945506,,,,1,0
1361,983.66IRAS11020-5837,IR166.0487-58.9025,,,,,,,,,,,,,,,0,0
1362,984.26Cl*NGC3532BUT7,*165.9622210678800,-58.56950896,0.8606,,,,,,16.329,15.572,15.12,15.399354,14.691,,,2,0
1363,984.33CPD-574193,*166.1490100737000,-58.47150234,2.0487,,,,,,10.96,10.52,,11.144199,,,,4,0
1364,985.13Cl*NGC3532AR189,*166.8290472956200,-58.5370257,0.513,,,,,,,,,14.462209,,,,1,0
1365,985.37Cl*NGC3532AR198,*166.9010445835800,-58.59977949,1.5703,20.12,0.000067,20.12,,,13.341,12.726,12.38,12.607664,12.051,,,2,0
1366,985.73HD96040,*165.9533661347700,-58.57687111,0.8412,,,,,,9.99,9.971,9.92,9.950853,9.886,A,,26,0
1367,986.052MASSJ11043861-5856473,*166.1609399646800,-58.94646065,1.9914,6.09,0.00002,6.09,,,20.37,18.845,17.763,17.837881,16.495,,,4,0
1368,986.682MASSJ11070656-5830255,*166.7773372062500,-58.50711294,2.03,,,,,,,,,15.569106,,,,5,0
1369,987.422MASSJ11044221-5857037,*166.1759300130500,-58.9510139,2.0866,6.32,0.000021,6.32,,,14.794,13.999,13.572,13.834728,13.175,,,5,0
1370,987.532MASSJ11040134-5832062,*166.0056349414100,-58.53508072,1.997,5.66,0.000019,5.66,,,19.081,17.578,16.609,16.865042,15.649,,,6,0
1371,989.442MASSJ11074681-5841359,*166.9450795316000,-58.69330093,2.2866,82.68,0.000276,82.69,,,19.361,17.861,16.856,16.95471,15.656,,,1,0
1372,989.46GaiaEDR35338652457833563648,*166.2850585935000,-58.97294602,2.0958,,,,,,,,,17.841591,,,,3,0
1373,989.902MASSJ11050709-5858204,*166.2795924167100,-58.97233489,2.0419,2.79,0.000009,2.79,,,16.754,15.659,14.97,15.356772,14.389,,,5,0
1374,991.122MASSJ11040868-5830559,*166.0362060886800,-58.51553975,2.0895,,,,,,,,,15.668364,,,,5,0
1375,991.39CPD-574268,*166.5899489775500,-58.44652153,2.0536,,,,,,,,,10.807762,,,,7,0
1376,992.282MASSJ11033316-5843589,*165.8882420675500,-58.7330361,2.0908,5.27,0.000018,5.27,,,14.712,13.921,13.492,13.787437,13.083,,,1,0
1377,992.28Cl*NGC3532FERN468,*165.9262989646700,-58.60224204,0.3227,,,,,,,,,11.671391,,,,3,0
1378,992.492MASSJ11060319-5858401,*166.5133339236600,-58.97778434,2.0679,,,,,,,,,18.545385,,,,1,0
1379,992.78Cl*NGC3532FERN451,*166.7860548418300,-58.50911189,2.1382,10.05,0.000034,10.05,,,,,,11.807794,,,,6,0
1380,993.91Cl*NGC3532AR6,*165.8903649870200,-58.74638331,2.0669,,,,,,,,,12.104434,,,,6,0
1381,994.652MASSJ11041195-5854261,*166.0498237225000,-58.90726222,2.034,,,,,,,,,16.829031,,,,1,0
1382,995.10HD303745,*166.3357773042100,-58.97989628,2.1215,,,,,,11.21,10.95,10.98,10.931453,,A5,,8,0
1383,996.60IRAS11014-5823,*165.8900310212700,-58.66518609,0.4127,,,,,,,,,11.820109,,M8,,1,0
1384,997.55Cl*NGC3532FERN516,*166.4825634512500,-58.43170779,0.6521,67.08,0.000224,67.09,,,,,,10.932749,,,,2,0
1385,997.90GaiaEDR35338650228792153728,*166.5245470884200,-58.97818268,2.0888,,,,,,,,,14.445106,,,,4,0
1386,998.46Cl*NGC3532FERN442,*166.8675215799900,-58.85605318,0.5833,,,,,,12.147,12.063,12.015,12.054269,11.943,,,2,0
1387,998.822MASSJ11033860-5847486,*165.9108821759300,-58.79688062,2.0969,2.44,0.000008,2.44,,,15.409,14.463,13.916,14.191831,13.399,,,2,0
1388,999.47Cl*NGC3532AR5,*165.8854655530600,-58.67691911,0.6337,,,,,,,,,12.738732,,,,1,0
1389,1002.12NGC3532212,*166.9429723155100,-58.76024006,2.0895,,,,,,11.278,10.983,10.82,10.948952,10.651,,,8,0
1390,1002.27HD303743,*166.1741467842000,-58.95517604,2.0133,,,,,,10.92,10.66,,10.652083,,A2,,10,0
1391,1003.662MASSJ11033584-5846553,*165.8993433202800,-58.78202225,2.0907,6.4,0.000021,6.4,,,21.064,19.544,18.33,18.333178,16.796,,,1,0
1392,1003.722MASSJ11041345-5830021,*166.0561064545300,-58.50062373,0.5316,,,,,,,,,15.014054,,,,1,0
1393,1004.46Cl*NGC3532AR9,*165.9028252742600,-58.62634698,2.0974,4.89,0.000016,4.89,,,13.253,12.7,12.387,12.603096,12.086,,,6,0
1394,1004.862MASSJ11053223-5859071,*166.3843668078400,-58.98529397,2.3683,2.76,0.000009,2.76,,,14.9,14.002,13.475,13.873855,13.001,,,1,0
1395,1004.92Cl*NGC3532AR197,*166.8988715038000,-58.58432417,0.6249,,,,,,,,,13.231066,,,,1,0
1396,1005.372MASSJ11043984-5827354,*166.1660268665700,-58.45984219,2.0805,-3.14,-0.00001,-3.14,,,14.136,13.464,13.09,13.33485,12.744,,,1,0
1397,1005.532MASSJ11071708-5853287,*166.8211983365800,-58.8913277,2.1249,5.3,0.000018,5.3,,,19.538,18.078,17.047,17.160873,15.869,,,4,0
1398,1006.50IRAS11056-5826,*166.9549082122800,-58.71061417,0.3421,-6.55,-0.000022,-6.55,,,12.31,10.46,10.1,9.256019,,M4,,4,0
1399,1007.762MASSJ11073929-5848570,*166.9136891545900,-58.81585982,1.8877,,,,,,,,,13.143944,,,,1,0
1400,1008.482MASSJ11034424-5849587,*165.9343835333300,-58.8329541,1.4824,,,,,,,,,12.841997,,,,1,0
1401,1008.512MASSJ11033842-5848140,*165.9101463704900,-58.80389648,2.0453,5.92,0.00002,5.92,,,16.144,15.104,14.513,14.833118,14.01,,,5,0
1402,1008.812MASSJ11062544-5858092,*166.6060326084900,-58.96920164,2.1685,38.13,0.000127,38.13,,,19.134,17.613,16.657,16.832144,15.596,,,1,0
1403,1008.88NGC353233,*166.0929361878400,-58.93126362,1.105,29.53,0.000099,29.53,,,10.69,10.66,,10.264295,,,,3,0
1404,1008.982MASSJ11074504-5838052,*166.9376836593700,-58.63480816,0.3702,41.1,0.000137,41.1,,,16.002,14.863,14.226,14.483266,13.574,,,1,0
1405,1009.292MASSJ11050984-5826026,*166.2910399801500,-58.43406946,1.1804,-4.39,-0.000015,-4.39,,,14.868,14.127,13.67,14.060779,13.282,,,1,0
1406,1009.29Cl*NGC3532FERN472,*165.8980674384200,-58.78544111,,,,,,,11.83,11.41,11.35,11.783879,,,,3,0
1407,1009.35Cl*NGC3532AR204,*166.9384134351400,-58.77961072,1.254,,,,,,,,,13.250978,,,,1,0
1408,1011.192MASSJ11043598-5827453,*166.1499827165400,-58.46258779,0.4292,20.81,0.000069,20.81,,,15.446,14.551,14.005,14.253579,13.402,,,1,0
1409,1011.32GaiaEDR35340168791781677568,*166.3580287990000,-58.42741329,2.1163,,,,,,,,,17.332218,,,,4,0
1410,1011.542MASSJ11054489-5825334,*166.4370739954800,-58.42588502,0.54,4.87,0.000016,4.87,,,16.036,15.019,14.368,14.662552,13.724,,,1,0
1411,1012.45Cl*NGC3532AR195,*166.864788600-58,0.5495959,,-5.51,-0.000018,-5.51,,,12.25,11.74,11.61,11.7739,,,,2,0
1412,1012.652MASSJ11060984-5858497,*166.5410256504100,-58.98050268,0.1301,25.08,0.000084,25.08,,,17.783,16.473,15.739,16.008484,14.99,,,1,0
1413,1013.282MASSJ11073479-5834308,*166.8949578331800,-58.57524785,0.2315,,,,,,,,,14.681748,,,,1,0
1414,1013.342MASSJ11060812-5825548,*166.5338989562700,-58.431901,1.3279,29.97,0.0001,29.97,,,14.591,13.915,13.509,13.771144,13.15,,,1,0
1415,1013.38HD96668,*166.7977208664700,-58.90739218,2.0665,7.9,0.000026,7.9,,,8.248,8.262,8.249,8.287737,8.263,A0V,,25,0
1416,1013.402MASSJ11034935-5851197,*165.9556544828100,-58.85548375,2.2588,4.56,0.000015,4.56,,,20.56,19.062,17.957,18.002106,16.604,,,2,0
1417,1013.412MASSJ11034229-5849386,*165.9262466676100,-58.82741412,3.091,,,,,,,,,15.587901,,,,1,0
1418,1014.07Cl*NGC3532AR206,*166.94392-58.641,81,,,,,,,,,,,,,,1,0
1419,1014.28GaiaEDR35340150851664681344,*166.9248116226700,-58.60909041,2.3155,,,,,,,,,18.957924,,,,1,0
1420,1014.472MASSJ11074198-5836328,mul166.92494300-58.,60912300,,,,,,,,,,,,,,1,0
1421,1014.68Cl*NGC3532FERN581,*166.3774060963300,-58.42555623,1.0066,13.99,0.000047,13.99,,,,,,10.871383,,,,1,0
1422,1015.122MASSJ11045245-5826394,*166.2185643542800,-58.44428723,2.079,,,,,,,,,17.076929,,,,5,0
1423,1015.452MASSJ11041562-5829317,*166.0651445738300,-58.49214289,2.0448,-9.61,-0.000032,-9.61,,,20.283,18.759,17.7,17.751589,16.409,,,2,0
1424,1015.83GaiaEDR35340150855954118784,*166.9258083788600,-58.60925349,1.7326,,,,,,,,,20.021332,,,,0,0
1425,1017.022MASSJ11040956-5854394,*166.0398546470500,-58.91093842,1.8177,18.4,0.000061,18.4,,,20.794,19.278,18.159,18.223066,16.83,,,2,0
1426,1018.982MASSJ11071770-5831088,*166.8237252440100,-58.51912241,0.3109,12.24,0.000041,12.24,,,17.241,15.926,15.185,15.459314,14.491,,,1,0
1427,1019.342MASSJ11073204-5833405,*166.8834701619700,-58.56127525,1.2779,44.34,0.000148,44.34,,,14.54,13.815,13.428,13.820268,13.093,,,1,0
1428,1019.52HD96012,*165.8787666437400,-58.75407337,1.2403,,,,,,9.496,9.494,9.488,9.511955,9.508,B8/A0IV/V,,14,0
1429,1020.502MASSJ11033831-5848446,*165.9096416430800,-58.81254647,2.5188,,,,,,,,,19.416475,,,,1,0
1430,1020.652MASSJ11052635-5825289,*166.3598419270300,-58.42470591,2.1233,6.23,0.000021,6.23,,,19.298,17.838,16.806,16.926014,15.661,,,5,0
1431,1021.162MASSJ11074538-5837301,*166.9390736664500,-58.62506639,2.1038,,,,,,,,,15.683199,,,,5,0
1432,1022.04Cl*NGC3532BUT1,*165.88871-58.634,28,,,,,,,17.98,17.08,,,,,,1,0
1433,1022.412MASSJ11074900-5839207,*166.9541899993700,-58.65576267,2.0794,4.52,0.000015,4.52,,,19.339,17.841,16.878,17.088577,15.857,,,7,0
1434,1024.292MASSJ11051484-5859095,*166.3119019409000,-58.98598178,2.1229,5.81,0.000019,5.81,,,,,,12.551964,,,,5,0
1435,1027.32Cl*NGC3532AR86,*166.3296592780800,-58.42492955,1.0862,,,,,,,,,12.713032,,,,1,0
1436,1027.87CPD-583169,*166.9636365678200,-58.7362299,2.0917,,,,,,,,,10.612824,,,,6,0
1437,1028.22UPMJ1105-5825A,PM*166.3766807602000,-58.42181118,24.3456,,,,,,16.9,,,12.928906,13.7,,,2,0
1438,1028.74[FZH2010]UPMJ1105-5825,**166.3767-58.4217,,,,,,,,,,,,,,,1,0
1439,1029.952MASSJ11074412-5836333,*166.9338391736500,-58.60925886,1.6072,,,,,,,,,14.570126,,,,1,0
1440,1030.992MASSJ11043362-5827332,*166.1400938452000,-58.45921503,2.2259,4.09,0.000014,4.09,,,17.683,16.319,15.511,15.840198,14.742,,,1,0
1441,1032.662MASSJ11055814-5825211,*166.4922624196100,-58.42254036,2.0447,,,,,,,,,17.824062,,,,4,0
1442,1033.092MASSJ11034760-5833191,*165.9482688691900,-58.55533109,2.0031,5.61,0.000019,5.61,,,15.189,14.308,13.778,14.174727,13.304,,,1,0
1443,1033.162MASSJ11065663-5828222,*166.7359877838100,-58.47285628,2.0521,10.1,0.000034,10.1,,,17.339,16.074,15.309,15.62845,14.669,,,1,0
1444,1033.23CPD-574278,*166.6666173064400,-58.45094165,2.1453,,,,,,,,,10.53693,,,,6,0
1445,1033.382MASSJ11033208-5847010,*165.8836504017400,-58.78359003,0.391,15.66,0.000052,15.66,,,15.47,14.589,14.044,14.548776,13.48,,,1,0
1446,1034.19Cl*NGC3532FERN463,*166.0643083357300,-58.48571826,0.8761,11.69,0.000039,11.69,,,11.76,10.97,,10.622546,,,,2,0
1447,1035.31Cl*NGC3532FERN295,*166.0216363425200,-58.90877639,1.12,,,,,,,,,11.594686,,,,2,0
1448,1035.42Cl*NGC3532BUT3,*165.8998915197100,-58.60438486,0.2646,,,,,,19.049,17.782,17.048,17.573217,16.262,,,2,0
1449,1035.692MASSJ11060688-5859184,*166.5286633383900,-58.98846325,2.0747,4.17,0.000014,4.17,,,15.162,14.319,13.856,14.112701,13.416,,,5,0
1450,1035.792MASSJ11072566-5852553,*166.8569295665600,-58.88202498,2.262,4.34,0.000014,4.34,,,20.663,19.15,18.047,18.038803,16.692,,,2,0
1451,1036.012MASSJ11055179-5825121,*166.4658110568800,-58.42002966,2.0887,5.75,0.000019,5.75,,,16.205,15.169,14.562,14.875443,14.029,,,5,0
1452,1036.11Cl*NGC3532AR63,*166.2176310746800,-58.97542096,0.9084,,,,,,,,,13.75025,,,,1,0
1453,1036.18Cl*NGC3532FERN474,*165.914700-58.82,9564,,,,,,,,,,,,,,2,0
1454,1037.01Cl*NGC3532AR183,*166.8030764540100,-58.50061781,0.7637,,,,,,,,,13.737646,,,,1,0
1455,1037.47GaiaEDR35338648957486377088,*166.4588118834400,-58.99402816,0.1602,,,,,,,,,16.947725,,,,0,0
1456,1039.032MASSJ11074886-5846555,*166.9535828565500,-58.7821186,0.2897,21.17,0.000071,21.17,,,16.957,15.675,14.986,15.278368,14.327,,,1,0
1457,1039.472MASSJ11055005-5859405,mul166.45855200-58.,99459500,,,,,,,,,,,,,,1,0
1458,1039.62Cl*NGC3532AR194,*166.8484760258200,-58.52547896,1.7561,,,,,,15.15,14.49,14.21,14.218247,,,,1,0
1459,1039.70GaiaEDR35338648953158960256,*166.4585630670500,-58.99465875,1.7909,,,,,,,,,18.310059,,,,1,0
1460,1040.682MASSJ11033831-5849367,*165.9096549375900,-58.8268803,2.1178,6.69,0.000022,6.69,,,13.733,13.096,12.75,12.987566,12.426,,,6,0
1461,1040.87CPD-574267,*166.5844246723600,-58.4310885,2.1158,,,,,,,,,10.460623,,,,6,0
